   0.0000000e+00   0.0000000e+00
   1.6147184e-02   2.1037417e-01
   3.2294369e-02   7.8889729e-01
   4.8441553e-02   1.6510376e+00
   6.4588737e-02   2.7112703e+00
   8.0735922e-02   3.8902896e+00
   9.6883106e-02   5.1203627e+00
   1.1303029e-01   6.3483984e+00
   1.2917747e-01   7.5367828e+00
   1.4532466e-01   8.6623957e+00
   1.6147184e-01   9.7144084e+00
   1.7761903e-01   1.0691480e+01
   1.9376621e-01   1.1598875e+01
   2.0991340e-01   1.2445855e+01
   2.2606058e-01   1.3243558e+01
   2.4220777e-01   1.4003413e+01
   2.5835495e-01   1.4736083e+01
   2.7450213e-01   1.5450832e+01
   2.9064932e-01   1.6155244e+01
   3.0679650e-01   1.6855170e+01
   3.2294369e-01   1.7554836e+01
   3.3909087e-01   1.8257040e+01
   3.5523806e-01   1.8963382e+01
   3.7138524e-01   1.9674500e+01
   3.8753242e-01   2.0390301e+01
   4.0367961e-01   2.1110150e+01
   4.1982679e-01   2.1833045e+01
   4.3597398e-01   2.2557748e+01
   4.5212116e-01   2.3282896e+01
   4.6826835e-01   2.4007084e+01
   4.8441553e-01   2.4728923e+01
   5.0056272e-01   2.5447085e+01
   5.1670990e-01   2.6160334e+01
   5.3285708e-01   2.6867542e+01
   5.4900427e-01   2.7567698e+01
   5.6515145e-01   2.8259911e+01
   5.8129864e-01   2.8943414e+01
   5.9744582e-01   2.9617552e+01
   6.1359301e-01   3.0281780e+01
   6.2974019e-01   3.0935655e+01
   6.4588737e-01   3.1578825e+01
   6.6203456e-01   3.2211023e+01
   6.7818174e-01   3.2832057e+01
   6.9432893e-01   3.3441802e+01
   7.1047611e-01   3.4040193e+01
   7.2662330e-01   3.4627215e+01
   7.4277048e-01   3.5202898e+01
   7.5891767e-01   3.5767312e+01
   7.7506485e-01   3.6320558e+01
   7.9121203e-01   3.6862768e+01
   8.0735922e-01   3.7394094e+01
   8.2350640e-01   3.7914710e+01
   8.3965359e-01   3.8424805e+01
   8.5580077e-01   3.8924581e+01
   8.7194796e-01   3.9414249e+01
   8.8809514e-01   3.9894029e+01
   9.0424232e-01   4.0364147e+01
   9.2038951e-01   4.0824831e+01
   9.3653669e-01   4.1276313e+01
   9.5268388e-01   4.1718824e+01
   9.6883106e-01   4.2152596e+01
   9.8497825e-01   4.2577859e+01
   1.0011254e+00   4.2994843e+01
   1.0172726e+00   4.3403773e+01
   1.0334198e+00   4.3804871e+01
   1.0495670e+00   4.4198355e+01
   1.0657142e+00   4.4584441e+01
   1.0818614e+00   4.4963339e+01
   1.0980085e+00   4.5335253e+01
   1.1141557e+00   4.5700385e+01
   1.1303029e+00   4.6058929e+01
   1.1464501e+00   4.6411076e+01
   1.1625973e+00   4.6757012e+01
   1.1787445e+00   4.7096916e+01
   1.1948916e+00   4.7430964e+01
   1.2110388e+00   4.7759324e+01
   1.2271860e+00   4.8082163e+01
   1.2433332e+00   4.8399640e+01
   1.2594804e+00   4.8711909e+01
   1.2756276e+00   4.9019121e+01
   1.2917747e+00   4.9321421e+01
   1.3079219e+00   4.9618949e+01
   1.3240691e+00   4.9911843e+01
   1.3402163e+00   5.0200232e+01
   1.3563635e+00   5.0484245e+01
   1.3725107e+00   5.0764006e+01
   1.3886579e+00   5.1039632e+01
   1.4048050e+00   5.1311240e+01
   1.4209522e+00   5.1578941e+01
   1.4370994e+00   5.1842842e+01
   1.4532466e+00   5.2103047e+01
   1.4693938e+00   5.2359658e+01
   1.4855410e+00   5.2612771e+01
   1.5016881e+00   5.2862481e+01
   1.5178353e+00   5.3108877e+01
   1.5339825e+00   5.3352048e+01
   1.5501297e+00   5.3592080e+01
   1.5662769e+00   5.3829052e+01
   1.5824241e+00   5.4063046e+01
   1.5985713e+00   5.4294137e+01
   1.6147184e+00   5.4522400e+01
   1.6308656e+00   5.4747906e+01
   1.6470128e+00   5.4970724e+01
   1.6631600e+00   5.5190921e+01
   1.6793072e+00   5.5408562e+01
   1.6954544e+00   5.5623709e+01
   1.7116015e+00   5.5836422e+01
   1.7277487e+00   5.6046761e+01
   1.7438959e+00   5.6254781e+01
   1.7600431e+00   5.6460538e+01
   1.7761903e+00   5.6664083e+01
   1.7923375e+00   5.6865469e+01
   1.8084846e+00   5.7064744e+01
   1.8246318e+00   5.7261957e+01
   1.8407790e+00   5.7457153e+01
   1.8569262e+00   5.7650378e+01
   1.8730734e+00   5.7841675e+01
   1.8892206e+00   5.8031085e+01
   1.9053678e+00   5.8218650e+01
   1.9215149e+00   5.8404409e+01
   1.9376621e+00   5.8588399e+01
   1.9538093e+00   5.8770658e+01
   1.9699565e+00   5.8951221e+01
   1.9861037e+00   5.9130123e+01
   2.0022509e+00   5.9307397e+01
   2.0183980e+00   5.9483075e+01
   2.0345452e+00   5.9657190e+01
   2.0506924e+00   5.9829771e+01
   2.0668396e+00   6.0000848e+01
   2.0829868e+00   6.0170450e+01
   2.0991340e+00   6.0338603e+01
   2.1152812e+00   6.0505336e+01
   2.1314283e+00   6.0670673e+01
   2.1475755e+00   6.0834640e+01
   2.1637227e+00   6.0997263e+01
   2.1798699e+00   6.1158563e+01
   2.1960171e+00   6.1318565e+01
   2.2121643e+00   6.1477290e+01
   2.2283114e+00   6.1634760e+01
   2.2444586e+00   6.1790997e+01
   2.2606058e+00   6.1946020e+01
   2.2767530e+00   6.2099850e+01
   2.2929002e+00   6.2252505e+01
   2.3090474e+00   6.2404004e+01
   2.3251945e+00   6.2554365e+01
   2.3413417e+00   6.2703606e+01
   2.3574889e+00   6.2851744e+01
   2.3736361e+00   6.2998795e+01
   2.3897833e+00   6.3144775e+01
   2.4059305e+00   6.3289701e+01
   2.4220777e+00   6.3433586e+01
   2.4382248e+00   6.3576447e+01
   2.4543720e+00   6.3718296e+01
   2.4705192e+00   6.3859149e+01
   2.4866664e+00   6.3999019e+01
   2.5028136e+00   6.4137918e+01
   2.5189608e+00   6.4275860e+01
   2.5351079e+00   6.4412858e+01
   2.5512551e+00   6.4548922e+01
   2.5674023e+00   6.4684066e+01
   2.5835495e+00   6.4818300e+01
   2.5996967e+00   6.4951636e+01
   2.6158439e+00   6.5084084e+01
   2.6319911e+00   6.5215656e+01
   2.6481382e+00   6.5346360e+01
   2.6642854e+00   6.5476209e+01
   2.6804326e+00   6.5605210e+01
   2.6965798e+00   6.5733374e+01
   2.7127270e+00   6.5860711e+01
   2.7288742e+00   6.5987228e+01
   2.7450213e+00   6.6112935e+01
   2.7611685e+00   6.6237841e+01
   2.7773157e+00   6.6361954e+01
   2.7934629e+00   6.6485281e+01
   2.8096101e+00   6.6607832e+01
   2.8257573e+00   6.6729613e+01
   2.8419044e+00   6.6850633e+01
   2.8580516e+00   6.6970899e+01
   2.8741988e+00   6.7090418e+01
   2.8903460e+00   6.7209196e+01
   2.9064932e+00   6.7327242e+01
   2.9226404e+00   6.7444562e+01
   2.9387876e+00   6.7561162e+01
   2.9549347e+00   6.7677049e+01
   2.9710819e+00   6.7792229e+01
   2.9872291e+00   6.7906708e+01
   3.0033763e+00   6.8020492e+01
   3.0195235e+00   6.8133588e+01
   3.0356707e+00   6.8246001e+01
   3.0518178e+00   6.8357736e+01
   3.0679650e+00   6.8468800e+01
   3.0841122e+00   6.8579197e+01
   3.1002594e+00   6.8688933e+01
   3.1164066e+00   6.8798013e+01
   3.1325538e+00   6.8906443e+01
   3.1487010e+00   6.9014226e+01
   3.1648481e+00   6.9121369e+01
   3.1809953e+00   6.9227875e+01
   3.1971425e+00   6.9333750e+01
   3.2132897e+00   6.9438999e+01
   3.2294369e+00   6.9543625e+01
   3.2455841e+00   6.9647633e+01
   3.2617312e+00   6.9751028e+01
   3.2778784e+00   6.9853814e+01
   3.2940256e+00   6.9955995e+01
   3.3101728e+00   7.0057576e+01
   3.3263200e+00   7.0158560e+01
   3.3424672e+00   7.0258951e+01
   3.3586143e+00   7.0358753e+01
   3.3747615e+00   7.0457971e+01
   3.3909087e+00   7.0556608e+01
   3.4070559e+00   7.0654668e+01
   3.4232031e+00   7.0752154e+01
   3.4393503e+00   7.0849071e+01
   3.4554975e+00   7.0945421e+01
   3.4716446e+00   7.1041209e+01
   3.4877918e+00   7.1136437e+01
   3.5039390e+00   7.1231110e+01
   3.5200862e+00   7.1325231e+01
   3.5362334e+00   7.1418802e+01
   3.5523806e+00   7.1511828e+01
   3.5685277e+00   7.1604312e+01
   3.5846749e+00   7.1696256e+01
   3.6008221e+00   7.1787665e+01
   3.6169693e+00   7.1878541e+01
   3.6331165e+00   7.1968887e+01
   3.6492637e+00   7.2058706e+01
   3.6654109e+00   7.2148002e+01
   3.6815580e+00   7.2236777e+01
   3.6977052e+00   7.2325034e+01
   3.7138524e+00   7.2412777e+01
   3.7299996e+00   7.2500008e+01
   3.7461468e+00   7.2586731e+01
   3.7622940e+00   7.2672947e+01
   3.7784411e+00   7.2758660e+01
   3.7945883e+00   7.2843872e+01
   3.8107355e+00   7.2928587e+01
   3.8268827e+00   7.3012806e+01
   3.8430299e+00   7.3096534e+01
   3.8591771e+00   7.3179772e+01
   3.8753242e+00   7.3262522e+01
   3.8914714e+00   7.3344789e+01
   3.9076186e+00   7.3426574e+01
   3.9237658e+00   7.3507880e+01
   3.9399130e+00   7.3588709e+01
   3.9560602e+00   7.3669065e+01
   3.9722074e+00   7.3748949e+01
   3.9883545e+00   7.3828364e+01
   4.0045017e+00   7.3907313e+01
   4.0206489e+00   7.3985798e+01
   4.0367961e+00   7.4063821e+01
   4.0529433e+00   7.4141385e+01
   4.0690905e+00   7.4218493e+01
   4.0852376e+00   7.4295146e+01
   4.1013848e+00   7.4371348e+01
   4.1175320e+00   7.4447100e+01
   4.1336792e+00   7.4522405e+01
   4.1498264e+00   7.4597266e+01
   4.1659736e+00   7.4671684e+01
   4.1821208e+00   7.4745662e+01
   4.1982679e+00   7.4819202e+01
   4.2144151e+00   7.4892306e+01
   4.2305623e+00   7.4964978e+01
   4.2467095e+00   7.5037218e+01
   4.2628567e+00   7.5109030e+01
   4.2790039e+00   7.5180415e+01
   4.2951510e+00   7.5251376e+01
   4.3112982e+00   7.5321915e+01
   4.3274454e+00   7.5392035e+01
   4.3435926e+00   7.5461736e+01
   4.3597398e+00   7.5531022e+01
   4.3758870e+00   7.5599895e+01
   4.3920341e+00   7.5668357e+01
   4.4081813e+00   7.5736410e+01
   4.4243285e+00   7.5804056e+01
   4.4404757e+00   7.5871297e+01
   4.4566229e+00   7.5938136e+01
   4.4727701e+00   7.6004574e+01
   4.4889173e+00   7.6070614e+01
   4.5050644e+00   7.6136258e+01
   4.5212116e+00   7.6201507e+01
   4.5373588e+00   7.6266364e+01
   4.5535060e+00   7.6330832e+01
   4.5696532e+00   7.6394911e+01
   4.5858004e+00   7.6458604e+01
   4.6019475e+00   7.6521914e+01
   4.6180947e+00   7.6584841e+01
