 # C3H6O 
 # rho 0.79
 # Energy(eV), Delta, Beta
  30.  0.118864536  0.0908311531
  32.1455765  0.107999325  0.0747849196
  34.4446106  0.097512953  0.0617667474
  36.908062  0.0880305544  0.0510652028
  39.5477028  0.0790559798  0.041760046
  42.3761292  0.0704637691  0.0338940248
  45.4068375  0.0623086393  0.0275796279
  48.6543007  0.0551031344  0.0227474887
  52.1340256  0.0486956127  0.0185482968
  55.8626137  0.0428327471  0.015228915
  59.8578682  0.0377412513  0.0125600332
  64.1388626  0.0332772359  0.0102506503
  68.7260284  0.0292289406  0.00833406672
  73.6412659  0.0256258454  0.0067825974
  78.9080353  0.0224424489  0.00552338641
  84.5514908  0.0196377952  0.00449966593
  90.5985489  0.0171727482  0.00366690848
  97.0780945  0.0150156198  0.00298949541
  104.021049  0.0131290443  0.00240861438
  111.460571  0.011448429  0.0019331756
  119.432152  0.00996888522  0.00155179447
  127.973854  0.00867094845  0.00124574569
  137.12645  0.00753418077  0.000998565461
  146.93364  0.00653777784  0.000800353009
  157.44223  0.00566607295  0.000641575723
  168.702393  0.00490385573  0.000514352287
  180.767868  0.00423931237  0.000412049994
  193.696259  0.00365488697  0.000319173851
  207.549271  0.00313015003  0.000245272124
  222.393066  0.00265975948  0.000188617589
  238.298462  0.00223156298  0.000145705373
  255.3414  0.00182252692  0.000112780253
  273.603241  0.00133173796  8.6445878E-05
  293.171143  0.00117897906  0.000834754377
  314.13855  0.00132521521  0.000667642918
  336.60553  0.00126966881  0.000533993298
  360.679321  0.00116926816  0.000427108549
  386.474854  0.00105867907  0.00033975867
  414.115234  0.000944066443  0.000267129508
  443.732513  0.000832663965  0.000210023674
  475.467926  0.000727158447  0.00016512924
  509.473053  0.000624803361  0.000129527572
  545.910217  0.000458421157  0.000180196876
  584.953369  0.000496175897  0.000141597557
  626.788818  0.000448846054  0.000111417103
  671.616333  0.000399521465  8.72415185E-05
  719.64978  0.000353289593  6.87862921E-05
  771.118713  0.000310957548  5.35444269E-05
  826.268555  0.000272653386  4.15428731E-05
  885.362732  0.000238402761  3.22903979E-05
  948.683228  0.00020823814  2.50952526E-05
  1016.53247  0.000181622498  1.94182285E-05
  1089.23413  0.000158261086  1.50102824E-05
  1167.13525  0.000137788447  1.15885223E-05
  1250.60803  0.000119909724  8.94517598E-06
  1340.05066  0.000104311082  6.88519367E-06
  1435.89014  9.0711299E-05  5.2979949E-06
  1538.58398  7.88746547E-05  4.07120797E-06
  1648.62244  6.85707346E-05  3.12426391E-06
  1766.53088  5.96109021E-05  2.3962798E-06
  1892.87195  5.18195338E-05  1.83489385E-06
  2028.24878  4.50471161E-05  1.40548229E-06
  2173.30762  3.91627291E-05  1.07481446E-06
  2328.74097  3.40486986E-05  8.21261722E-07
  2495.29102  2.9604611E-05  6.26986377E-07
  2673.75244  2.57428146E-05  4.78245397E-07
  2864.97754  2.23867519E-05  3.64445782E-07
  3069.87866  1.94700151E-05  2.77442695E-07
  3289.43433  1.69348787E-05  2.10966633E-07
  3524.69238  1.47311684E-05  1.60225937E-07
  3776.77588  1.28153733E-05  1.2151655E-07
  4046.88818  1.1149632E-05  9.20280669E-08
  4336.31885  9.70116162E-06  6.9611545E-08
  4646.44971  8.44152601E-06  5.26207593E-08
  4978.76025  7.34598962E-06  3.97525071E-08
  5334.83789  6.39309837E-06  3.00125222E-08
  5716.38135  5.56418536E-06  2.2647292E-08
  6125.21289  4.84305201E-06  1.70818009E-08
  6563.28418  4.21562936E-06  1.2878667E-08
  7032.68555  3.6696938E-06  9.70805569E-09
  7535.6582  3.1946156E-06  7.31796268E-09
  8074.60352  2.78117295E-06  5.51758328E-09
  8652.09277  2.4213407E-06  4.16152757E-09
  9270.88574  2.10814528E-06  3.14147153E-09
  9933.93262  1.8355264E-06  2.37467201E-09
  10644.4004  1.59821457E-06  1.79792914E-09
  11405.6807  1.39162546E-06  1.36467626E-09
  12221.4062  1.21177243E-06  1.0393727E-09
  13095.4736  1.05518893E-06  7.95130017E-10
  14032.0527  9.18859428E-07  6.11740603E-10
  15035.6152  8.00159171E-07  4.73976136E-10
  16110.9521  6.96805785E-07  3.6996306E-10
  17263.1973  6.06811682E-07  2.91600744E-10
  18497.8477  5.28448481E-07  2.32437805E-10
  19820.8008  4.60211027E-07  1.87693014E-10
  21238.3711  4.00789986E-07  1.53235397E-10
  22757.3242  3.49044683E-07  1.26565591E-10
  24384.9121  3.03982858E-07  1.06008036E-10
  26128.9023  2.64740919E-07  9.00177086E-11
  27997.625  2.30566371E-07  7.74519823E-11
  29999.9961  2.00804664E-07  6.74656442E-11
