# Al
# rho 2.6941
   1.5600000e+00   2.0150000e+00   2.5940000e-02   3.9550000e+03
   2.1440313e+00   1.7870918e+00   3.5951810e-02   1.9509765e+03
   2.7280626e+00   1.5990168e+00   4.3966023e-02   1.0279885e+03
   3.3120939e+00   1.4446083e+00   5.0902291e-02   6.0580647e+02
   3.8961252e+00   1.3160405e+00   5.7036368e-02   3.8559355e+02
   4.4801566e+00   1.2045197e+00   6.2895654e-02   2.6219692e+02
   5.0641879e+00   1.1054768e+00   6.8473931e-02   1.8549233e+02
   5.6482192e+00   1.0139939e+00   7.3866831e-02   1.3500686e+02
   6.2322505e+00   9.3247823e-01   7.8939050e-02   1.0359553e+02
   6.8162818e+00   8.5697398e-01   8.3808038e-02   8.0460487e+01
   7.4003131e+00   7.8719566e-01   8.8458153e-02   6.2584730e+01
   7.9843444e+00   7.2447193e-01   9.2808273e-02   4.9775433e+01
   8.5683757e+00   6.6739133e-01   9.6923830e-02   4.0401902e+01
   9.1524070e+00   6.1484789e-01   1.0083237e-01   3.2886713e+01
   9.7364384e+00   5.6910729e-01   1.0436945e-01   2.7363818e+01
   1.0320470e+01   5.3116248e-01   1.0745041e-01   2.3688359e+01
   1.0904501e+01   4.9606985e-01   1.1036788e-01   2.0547257e+01
   1.1488532e+01   4.6310832e-01   1.1315763e-01   1.7746180e+01
   1.2072564e+01   4.3234442e-01   1.1580656e-01   1.5275219e+01
   1.2656595e+01   4.0384467e-01   1.1830153e-01   1.3124466e+01
   1.3240626e+01   3.7767560e-01   1.2062943e-01   1.1284011e+01
   1.3824658e+01   3.5390375e-01   1.2277716e-01   9.7439457e+00
   1.4408689e+01   3.3259564e-01   1.2473157e-01   8.4943617e+00
   1.4992720e+01   3.1381781e-01   1.2647957e-01   7.5253501e+00
   1.5576751e+01   2.9690605e-01   1.2807672e-01   6.7343200e+00
   1.6160783e+01   2.8111095e-01   1.2958807e-01   6.0194426e+00
   1.6744814e+01   2.6642572e-01   1.3100957e-01   5.3790806e+00
   1.7328845e+01   2.5284372e-01   1.3233721e-01   4.8116120e+00
   1.7912877e+01   2.4035828e-01   1.3356692e-01   4.3154145e+00
   1.8496908e+01   2.2896274e-01   1.3469469e-01   3.8888662e+00
   1.9080939e+01   2.1865044e-01   1.3571646e-01   3.5303447e+00
   1.9664971e+01   2.0941472e-01   1.3662821e-01   3.2382281e+00
   2.0249002e+01   2.0118231e-01   1.3743423e-01   3.0062146e+00
   2.0833033e+01   1.9340092e-01   1.3820004e-01   2.7948139e+00
   2.1417065e+01   1.8594341e-01   1.3893991e-01   2.5952389e+00
   2.2001096e+01   1.7880325e-01   1.3965318e-01   2.4072495e+00
   2.2585127e+01   1.7197386e-01   1.4033921e-01   2.2306058e+00
   2.3169159e+01   1.6544873e-01   1.4099732e-01   2.0650681e+00
   2.3753190e+01   1.5922128e-01   1.4162686e-01   1.9103965e+00
   2.4337221e+01   1.5328498e-01   1.4222719e-01   1.7663509e+00
   2.4921252e+01   1.4763328e-01   1.4279763e-01   1.6326917e+00
   2.5505284e+01   1.4225963e-01   1.4333754e-01   1.5091788e+00
   2.6089315e+01   1.3715748e-01   1.4384627e-01   1.3955724e+00
   2.6673346e+01   1.3232029e-01   1.4432314e-01   1.2916326e+00
   2.7257378e+01   1.2774150e-01   1.4476751e-01   1.1971196e+00
   2.7841409e+01   1.2341457e-01   1.4517873e-01   1.1117935e+00
   2.8425440e+01   1.1933296e-01   1.4555612e-01   1.0354143e+00
   2.9009472e+01   1.1549011e-01   1.4589905e-01   9.6774221e-01
   2.9593503e+01   1.1187948e-01   1.4620685e-01   9.0853735e-01
   3.0177534e+01   1.0849066e-01   1.4648039e-01   8.5731166e-01
   3.0761566e+01   1.0525823e-01   1.4674241e-01   8.1004803e-01
   3.1345597e+01   1.0215721e-01   1.4699967e-01   7.6535126e-01
   3.1929628e+01   9.9183012e-02   1.4725088e-01   7.2313999e-01
   3.2513659e+01   9.6331043e-02   1.4749474e-01   6.8333285e-01
   3.3097691e+01   9.3596711e-02   1.4772994e-01   6.4584849e-01
   3.3681722e+01   9.0975426e-02   1.4795518e-01   6.1060555e-01
   3.4265753e+01   8.8462595e-02   1.4816916e-01   5.7752267e-01
   3.4849785e+01   8.6053628e-02   1.4837058e-01   5.4651849e-01
   3.5433816e+01   8.3743933e-02   1.4855814e-01   5.1751166e-01
   3.6017847e+01   8.1528918e-02   1.4873054e-01   4.9042081e-01
   3.6601879e+01   7.9403992e-02   1.4888648e-01   4.6516460e-01
   3.7185910e+01   7.7364564e-02   1.4902466e-01   4.4166165e-01
   3.7769941e+01   7.5406042e-02   1.4914377e-01   4.1983062e-01
   3.8353973e+01   7.3523834e-02   1.4924252e-01   3.9959014e-01
   3.8938004e+01   7.1713350e-02   1.4931960e-01   3.8085885e-01
   3.9522035e+01   6.9969998e-02   1.4937371e-01   3.6355540e-01
   4.0106067e+01   6.8289087e-02   1.4940396e-01   3.4758900e-01
   4.0690098e+01   6.6662876e-02   1.4942516e-01   3.3252184e-01
   4.1274129e+01   6.5087702e-02   1.4944529e-01   3.1813662e-01
   4.1858160e+01   6.3562300e-02   1.4946434e-01   3.0441458e-01
   4.2442192e+01   6.2085404e-02   1.4948227e-01   2.9133694e-01
   4.3026223e+01   6.0655748e-02   1.4949905e-01   2.7888496e-01
   4.3610254e+01   5.9272067e-02   1.4951466e-01   2.6703985e-01
   4.4194286e+01   5.7933095e-02   1.4952905e-01   2.5578286e-01
   4.4778317e+01   5.6637567e-02   1.4954221e-01   2.4509522e-01
   4.5362348e+01   5.5384215e-02   1.4955410e-01   2.3495818e-01
   4.5946380e+01   5.4171776e-02   1.4956469e-01   2.2535295e-01
   4.6530411e+01   5.2998982e-02   1.4957396e-01   2.1626079e-01
   4.7114442e+01   5.1864569e-02   1.4958187e-01   2.0766291e-01
   4.7698474e+01   5.0767271e-02   1.4958839e-01   1.9954057e-01
   4.8282505e+01   4.9705822e-02   1.4959349e-01   1.9187500e-01
   4.8866536e+01   4.8678955e-02   1.4959715e-01   1.8464742e-01
   4.9450568e+01   4.7685407e-02   1.4959932e-01   1.7783908e-01
   5.0034599e+01   4.6723892e-02   1.4959997e-01   1.7143089e-01
   5.0618630e+01   4.5787721e-02   1.4959139e-01   1.6530609e-01
   5.1202661e+01   4.4872451e-02   1.4956833e-01   1.5938228e-01
   5.1786693e+01   4.3978439e-02   1.4953199e-01   1.5366116e-01
   5.2370724e+01   4.3106043e-02   1.4948358e-01   1.4814445e-01
   5.2954755e+01   4.2255619e-02   1.4942431e-01   1.4283384e-01
   5.3538787e+01   4.1427525e-02   1.4935539e-01   1.3773104e-01
   5.4122818e+01   4.0622118e-02   1.4927802e-01   1.3283776e-01
   5.4706849e+01   3.9839755e-02   1.4919342e-01   1.2815569e-01
   5.5290881e+01   3.9080792e-02   1.4910280e-01   1.2368655e-01
   5.5874912e+01   3.8345588e-02   1.4900735e-01   1.1943203e-01
   5.6458943e+01   3.7634500e-02   1.4890830e-01   1.1539384e-01
   5.7042975e+01   3.6947884e-02   1.4880685e-01   1.1157369e-01
   5.7627006e+01   3.6286098e-02   1.4870420e-01   1.0797327e-01
   5.8211037e+01   3.5649498e-02   1.4860157e-01   1.0459430e-01
   5.8795068e+01   3.5038443e-02   1.4850017e-01   1.0143847e-01
   5.9379100e+01   3.4453289e-02   1.4840120e-01   9.8507501e-02
